net,length_um
_08017_,80.42
_12600_,80.42
_12602_,80.34
_08020_,80.3
RAM1.mem\[168\]\[1\],80.295
_12419_,80.26
RAM1.mem\[152\]\[3\],80.18
_02986_,80.14
RAM1.mem\[244\]\[6\],80.08
_12556_,80.04
RAM1.mem\[63\]\[6\],80.02
clknet_leaf_281_clk,80.02
RAM1.mem\[72\]\[0\],80
_12869_,80
_08629_,79.975
clknet_leaf_197_clk,79.93
_09784_,79.92
_03944_,79.9
clknet_leaf_209_clk,79.88
RAM1.mem\[243\]\[0\],79.84
_11932_,79.78
_12200_,79.78
clknet_leaf_278_clk,79.78
RAM1.mem\[23\]\[0\],79.745
RAM1.mem\[230\]\[4\],79.7
_03828_,79.7
RAM1.mem\[57\]\[7\],79.64
RAM1.mem\[230\]\[6\],79.58
_03909_,79.56
_12296_,79.545
RAM1.mem\[186\]\[7\],79.53
_05682_,79.5
_05503_,79.44
_12324_,79.44
RAM1.mem\[42\]\[6\],79.38
clknet_leaf_207_clk,79.37
RAM1.mem\[25\]\[3\],79.36
_02266_,79.34
_11172_,79.32
_09892_,79.3
clknet_leaf_347_clk,79.3
clknet_leaf_373_clk,79.28
_04970_,79.26
_05627_,79.26
RAM1.mem\[72\]\[1\],79.24
_05702_,79.24
RAM1.mem\[188\]\[6\],79.21
_07891_,79.195
_05443_,79.17
_05000_,79.16
clknet_leaf_379_clk,79.16
_12062_,79.14
_02804_,79.12
RAM1.mem\[65\]\[5\],79.07
RAM1.mem\[65\]\[0\],79.04
RAM1.mem\[221\]\[3\],79
_05134_,78.98
_10804_,78.965
RAM1.mem\[55\]\[3\],78.94
_08427_,78.92
RAM1.mem\[54\]\[5\],78.9
_04437_,78.88
_06470_,78.88
_12647_,78.88
clknet_leaf_259_clk,78.8
clknet_leaf_314_clk,78.76
_04793_,78.66
RAM1.mem\[184\]\[4\],78.6
RAM1.mem\[15\]\[5\],78.56
_05666_,78.54
RAM1.mem\[129\]\[3\],78.52
RAM1.mem\[66\]\[4\],78.51
_12574_,78.48
RAM1.mem\[72\]\[4\],78.4
_10232_,78.4
_11890_,78.36
clknet_leaf_204_clk,78.32
clknet_leaf_195_clk,78.31
_10614_,78.3
_11067_,78.26
_11485_,78.26
_03198_,78.225
clknet_leaf_162_clk,78.22
RAM1.mem\[238\]\[0\],78.12
clknet_leaf_328_clk,77.94
RAM1.mem\[144\]\[5\],77.905
RAM1.mem\[42\]\[7\],77.9
_06297_,77.88
RAM1.mem\[94\]\[2\],77.79
RAM1.mem\[82\]\[3\],77.76
RAM1.mem\[42\]\[4\],77.72
_07682_,77.72
_06685_,77.62
_10216_,77.6
_11671_,77.6
_12166_,77.58
_06882_,77.56
RAM1.mem\[63\]\[3\],77.54
_11058_,77.54
_09257_,77.48
_06765_,77.42
RAM1.mem\[45\]\[0\],77.4
net27,77.4
_05351_,77.34
clknet_leaf_187_clk,77.34
RAM1.mem\[76\]\[6\],77.32
_10507_,77.32
_02246_,77.3
_03358_,77.24
_05645_,77.24
_10474_,77.24
RAM1.mem\[163\]\[5\],77.22
_12721_,77.2
RAM1.mem\[66\]\[6\],77.16
RAM1.mem\[50\]\[6\],77.14
RAM1.mem\[126\]\[1\],77.13
_10377_,77.12
clknet_leaf_139_clk,77.12
clknet_leaf_161_clk,77.12
RAM1.mem\[118\]\[6\],77.09
RAM1.mem\[9\]\[0\],77.08
_04062_,77.08
RAM1.mem\[63\]\[2\],77.06
RAM1.mem\[80\]\[2\],77.06
RAM1.mem\[97\]\[0\],77.04
_11332_,77.02
RAM1.mem\[168\]\[0\],76.985
RAM1.mem\[240\]\[3\],76.96
clknet_leaf_59_clk,76.935
_07985_,76.88
clknet_leaf_60_clk,76.88
_10070_,76.84
_12401_,76.82
_10939_,76.8
RAM1.mem\[87\]\[2\],76.78
_06211_,76.7
RAM1.mem\[217\]\[3\],76.64
_05023_,76.64
_07646_,76.56
_08661_,76.54
_12520_,76.5
RAM1.mem\[71\]\[7\],76.48
clknet_leaf_65_clk,76.46
RAM1.mem\[67\]\[1\],76.44
_08778_,76.44
RAM1.mem\[186\]\[6\],76.43
RAM1.mem\[242\]\[6\],76.42
_02465_,76.42
_06549_,76.415
_09803_,76.4
_11387_,76.4
_12385_,76.38
RAM1.mem\[218\]\[4\],76.36
RAM1.mem\[105\]\[4\],76.26
RAM1.mem\[32\]\[2\],76.26
_12538_,76.22
RAM1.mem\[163\]\[1\],76.12
_10105_,76.12
_06151_,76.04
_12045_,75.98
clknet_leaf_19_clk,75.98
clknet_leaf_145_clk,75.9
_02764_,75.84
RAM1.mem\[168\]\[4\],75.8
_10724_,75.76
_04122_,75.74
RAM1.mem\[190\]\[2\],75.68
RAM1.mem\[0\]\[1\],75.635
_05200_,75.55
_02580_,75.5
RAM1.mem\[15\]\[3\],75.48
RAM1.mem\[151\]\[0\],75.44
RAM1.mem\[14\]\[2\],75.4
RAM1.mem\[69\]\[2\],75.4
_10501_,75.34
clknet_leaf_46_clk,75.34
_06124_,75.28
clknet_leaf_86_clk,75.28
_05108_,75.26
_06749_,75.25
RAM1.mem\[62\]\[2\],75.24
RAM1.mem\[212\]\[6\],75.2
RAM1.mem\[39\]\[3\],75.2
clknet_leaf_45_clk,75.19
clknet_leaf_10_clk,75.16
_07907_,75.06
RAM1.mem\[159\]\[2\],75.04
RAM1.mem\[62\]\[7\],75
RAM1.mem\[192\]\[1\],74.98
RAM1.mem\[48\]\[0\],74.92
_04139_,74.8
_06435_,74.8
RAM1.mem\[133\]\[6\],74.76
clknet_leaf_246_clk,74.76
_02564_,74.74
RAM1.mem\[115\]\[3\],74.7
_10904_,74.7
RAM1.mem\[141\]\[3\],74.68
clknet_leaf_212_clk,74.68
clknet_leaf_244_clk,74.64
_02264_,74.63
RAM1.mem\[122\]\[0\],74.62
_12831_,74.61
_05738_,74.6
RAM1.mem\[1\]\[3\],74.58
RAM1.mem\[173\]\[7\],74.56
_10082_,74.54
UART1.UART_RX1.index\[2\],74.495
_04102_,74.425
RAM1.mem\[60\]\[5\],74.36
RAM1.mem\[153\]\[7\],74.32
RAM1.mem\[220\]\[2\],74.3
_11689_,74.26
_12280_,74.23
_12305_,74.18
_06784_,74.11
clknet_leaf_193_clk,74.11
RAM1.mem\[133\]\[1\],74.1
_04780_,74.04
_02738_,74.02
_06884_,74.01
RAM1.mem\[52\]\[6\],73.96
RAM1.mem\[231\]\[1\],73.94
_04228_,73.855
_11587_,73.8
clknet_leaf_180_clk,73.8
RAM1.mem\[231\]\[0\],73.78
RAM1.mem\[134\]\[0\],73.77
RAM1.mem\[50\]\[2\],73.73
_04317_,73.73
RAM1.mem\[241\]\[3\],73.715
RAM1.mem\[159\]\[4\],73.68
_02994_,73.665
_03034_,73.66
RAM1.mem\[41\]\[4\],73.64
RAM1.mem\[51\]\[4\],73.62
RAM1.mem\[63\]\[1\],73.595
RAM1.mem\[135\]\[1\],73.58
RAM1.mem\[9\]\[6\],73.58
RAM1.mem\[81\]\[4\],73.52
_09952_,73.5
_11408_,73.48
_05663_,73.47
net275,73.42
_06278_,73.38
RAM1.mem\[218\]\[3\],73.37
clknet_leaf_223_clk,73.34
RAM1.mem\[143\]\[0\],73.28
RAM1.mem\[103\]\[2\],73.24
RAM1.mem\[1\]\[4\],73.2
clknet_leaf_367_clk,73.17
RAM1.mem\[112\]\[0\],73.155
_03994_,73.14
_08258_,73.13
RAM1.mem\[230\]\[7\],73.12
RAM1.mem\[118\]\[5\],73.115
RAM1.mem\[135\]\[0\],73.1
_04939_,73.06
_11934_,73.03
_10435_,73.02
RAM1.mem\[105\]\[5\],73
_06451_,73
_12182_,72.98
RAM1.mem\[23\]\[3\],72.945
_08009_,72.88
clknet_leaf_188_clk,72.82
_08663_,72.78
clknet_leaf_186_clk,72.78
RAM1.mem\[159\]\[5\],72.72
RAM1.mem\[190\]\[1\],72.7
RAM1.mem\[33\]\[3\],72.7
clknet_leaf_316_clk,72.64
RAM1.mem\[22\]\[6\],72.62
_12437_,72.6
clknet_leaf_169_clk,72.54
RAM1.mem\[52\]\[4\],72.48
_02982_,72.46
net251,72.42
RAM1.mem\[223\]\[0\],72.3
RAM1.mem\[68\]\[5\],72.235
_12687_,72.18
RAM1.mem\[28\]\[5\],72.12
_10880_,72.08
clknet_leaf_218_clk,72.08
_07253_,72.06
clknet_leaf_134_clk,71.98
RAM1.mem\[246\]\[3\],71.96
clknet_leaf_79_clk,71.96
RAM1.mem\[136\]\[7\],71.92
_11936_,71.92
_02375_,71.895
_03552_,71.88
RAM1.mem\[28\]\[6\],71.82
RAM1.mem\[37\]\[7\],71.82
RAM1.mem\[122\]\[7\],71.8
RAM1.mem\[99\]\[3\],71.8
RAM1.mem\[119\]\[1\],71.76
_11661_,71.74
clknet_leaf_27_clk,71.74
RAM1.mem\[96\]\[3\],71.72
_10505_,71.68
_03130_,71.66
_02562_,71.635
_10757_,71.58
_12222_,71.58
clknet_leaf_21_clk,71.52
clknet_leaf_7_clk,71.5
RAM1.mem\[90\]\[4\],71.46
RAM1.mem\[102\]\[2\],71.36
_12576_,71.34
_07648_,71.29
_05348_,71.28
_10218_,71.22
UART1.UART_TX1.packet\[5\],71.2
RAM1.mem\[223\]\[4\],71.18
RAM1.mem\[246\]\[0\],71.18
RAM1.mem\[81\]\[7\],71.155
RAM1.mem\[27\]\[5\],71.14
_11669_,71.14
_10796_,71.12
_12885_,71.12
RAM1.mem\[189\]\[5\],71.1
RAM1.mem\[199\]\[6\],71.1
RAM1.mem\[35\]\[1\],71.1
_08254_,71.1
clknet_leaf_165_clk,71.02
RAM1.mem\[58\]\[3\],71
clknet_leaf_108_clk,71
RAM1.mem\[119\]\[2\],70.96
clknet_leaf_0_clk,70.96
_10500_,70.94
RAM1.mem\[220\]\[1\],70.9
RAM1.mem\[32\]\[4\],70.86
RAM1.mem\[76\]\[2\],70.8
_09913_,70.8
clknet_leaf_112_clk,70.76
RAM1.mem\[25\]\[6\],70.74
RAM1.mem\[193\]\[0\],70.72
_12540_,70.72
RAM1.mem\[237\]\[2\],70.7
_08660_,70.7
clknet_leaf_6_clk,70.7
clknet_leaf_272_clk,70.7
RAM1.mem\[43\]\[1\],70.68
RAM1.mem\[149\]\[0\],70.66
_12125_,70.655
_04718_,70.56
_10791_,70.54
RAM1.mem\[90\]\[3\],70.52
RAM1.mem\[71\]\[2\],70.5
RAM1.mem\[227\]\[0\],70.48
RAM1.mem\[86\]\[7\],70.46
_04184_,70.46
RAM1.mem\[136\]\[3\],70.45
_08126_,70.44
RAM1.mem\[66\]\[2\],70.4
clknet_leaf_364_clk,70.4
RAM1.mem\[159\]\[6\],70.38
UART1.UART_TX1.clkCount\[7\],70.36
RAM1.mem\[74\]\[7\],70.35
RAM1.mem\[1\]\[2\],70.34
RAM1.mem\[45\]\[7\],70.34
_10790_,70.34
RAM1.mem\[22\]\[1\],70.32
_10276_,70.32
_04568_,70.3
clknet_leaf_153_clk,70.3
_06551_,70.255
_06533_,70.24
_10594_,70.16
RAM1.mem\[185\]\[7\],70.12
clknet_leaf_333_clk,70.115
_03563_,70.06
_10703_,70.04
RAM1.mem\[234\]\[0\],69.98
_03164_,69.9
_11465_,69.9
_09358_,69.89
RAM1.mem\[94\]\[3\],69.83
_10491_,69.72
_11246_,69.68
clknet_leaf_155_clk,69.66
_07424_,69.58
RAM1.mem\[111\]\[7\],69.52
RAM1.mem\[39\]\[7\],69.52
_05204_,69.52
_04978_,69.5
clknet_leaf_240_clk,69.5
RAM1.mem\[204\]\[7\],69.49
_04013_,69.46
clknet_leaf_325_clk,69.46
_10118_,69.38
_11066_,69.38
RAM1.mem\[70\]\[0\],69.34
_09912_,69.34
_09530_,69.3
RAM1.mem\[68\]\[6\],69.26
clknet_leaf_149_clk,69.2
_08278_,69.18
RAM1.mem\[65\]\[3\],69.12
_10251_,69.1
_07851_,69.04
clknet_leaf_284_clk,69.04
RAM1.mem\[240\]\[6\],69.02
RAM1.mem\[56\]\[4\],69
RAM1.mem\[70\]\[1\],69
_08775_,69
clknet_leaf_370_clk,69
_10610_,68.86
_11865_,68.84
clknet_leaf_20_clk,68.84
_10905_,68.82
RAM1.mem\[184\]\[1\],68.8
RAM1.mem\[228\]\[6\],68.79
RAM1.mem\[163\]\[4\],68.75
RAM1.mem\[65\]\[1\],68.74
clknet_leaf_87_clk,68.74
RAM1.mem\[35\]\[4\],68.72
RAM1.mem\[97\]\[7\],68.68
_09656_,68.68
_08311_,68.62
RAM1.mem\[163\]\[6\],68.6
clknet_leaf_273_clk,68.595
RAM1.mem\[218\]\[1\],68.52
clknet_leaf_97_clk,68.52
RAM1.mem\[14\]\[6\],68.4
_03925_,68.4
RAM1.mem\[1\]\[5\],68.36
_04126_,68.36
_11573_,68.32
RAM1.mem\[118\]\[0\],68.3
RAM1.mem\[163\]\[7\],68.3
_08117_,68.28
_11882_,68.28
RAM1.mem\[81\]\[0\],68.24
_09473_,68.24
RAM1.mem\[83\]\[6\],68.22
RAM1.mem\[39\]\[6\],68.18
_07869_,68.18
_12740_,68.12
clknet_leaf_203_clk,68.06
RAM1.mem\[149\]\[1\],68.02
RAM1.mem\[211\]\[6\],68.02
RAM1.mem\[99\]\[0\],68.02
_11396_,67.99
_04493_,67.88
clknet_leaf_191_clk,67.84
clknet_leaf_116_clk,67.82
_04816_,67.8
RAM1.mem\[89\]\[0\],67.785
RAM1.mem\[236\]\[7\],67.78
_10518_,67.78
_12743_,67.78
RAM1.mem\[143\]\[3\],67.76
_11844_,67.76
_11800_,67.74
RAM1.mem\[0\]\[2\],67.72
_11693_,67.68
clknet_leaf_190_clk,67.68
_10116_,67.64
_12787_,67.62
_11461_,67.58
_11145_,67.56
RAM1.mem\[167\]\[0\],67.5
RAM1.mem\[160\]\[0\],67.46
_04260_,67.44
_11788_,67.44
RAM1.mem\[9\]\[4\],67.4
RAM1.mem\[188\]\[4\],67.38
RAM1.mem\[74\]\[5\],67.37
clknet_leaf_121_clk,67.35
RAM1.mem\[236\]\[6\],67.32
_11700_,67.32
clknet_leaf_70_clk,67.29
RAM1.mem\[22\]\[0\],67.28
clknet_leaf_326_clk,67.24
_11401_,67.22
_03180_,67.205
clknet_leaf_358_clk,67.2
_04861_,67.14
_10519_,67.14
_04119_,67.1
clknet_leaf_103_clk,67.08
RAM1.mem\[248\]\[2\],67.04
_07494_,66.98
_09585_,66.98
_11449_,66.96
_08241_,66.94
RAM1.mem\[243\]\[7\],66.92
clknet_leaf_167_clk,66.88
clknet_leaf_263_clk,66.76
RAM1.mem\[34\]\[4\],66.74
_04094_,66.74
RAM1.mem\[87\]\[3\],66.735
clknet_leaf_275_clk,66.68
clknet_leaf_34_clk,66.67
_10870_,66.66
RAM1.mem\[44\]\[5\],66.64
_11758_,66.62
RAM1.mem\[97\]\[2\],66.54
RAM1.mem\[48\]\[4\],66.48
clknet_leaf_82_clk,66.4
_09637_,66.28
RAM1.mem\[115\]\[6\],66.26
RAM1.mem\[218\]\[0\],66.26
_09975_,66.24
RAM1.mem\[14\]\[4\],66.16
_04896_,66.12
_11720_,66.1
clknet_leaf_184_clk,66.1
_10295_,66.04
RAM1.mem\[111\]\[4\],66.02
RAM1.mem\[167\]\[1\],66
RAM1.mem\[47\]\[7\],66
RAM1.mem\[34\]\[2\],65.96
_08250_,65.94
_09449_,65.92
_05165_,65.91
_12164_,65.9
_03772_,65.88
clknet_leaf_247_clk,65.88
RAM1.mem\[77\]\[2\],65.84
_02248_,65.84
_03849_,65.84
_11662_,65.82
RAM1.mem\[165\]\[2\],65.8
RAM1.mem\[135\]\[7\],65.78
_05611_,65.74
_11798_,65.74
RAM1.mem\[115\]\[4\],65.68
_03580_,65.66
_04335_,65.64
_03623_,65.605
RAM1.mem\[223\]\[6\],65.58
RAM1.mem\[246\]\[6\],65.56
_08112_,65.48
_10170_,65.48
_03927_,65.42
RAM1.mem\[81\]\[3\],65.36
_04392_,65.34
_09450_,65.34
RAM1.mem\[60\]\[0\],65.32
_04576_,65.32
_04762_,65.265
_10001_,65.24
clknet_leaf_152_clk,65.22
RAM1.mem\[95\]\[7\],65.16
clknet_leaf_39_clk,65.14
net88,65.1
clknet_leaf_109_clk,64.98
UART1.UART_TX1.index\[2\],64.86
clknet_leaf_257_clk,64.86
RAM1.mem\[32\]\[0\],64.84
RAM1.mem\[242\]\[3\],64.8
_02395_,64.8
RAM1.mem\[188\]\[7\],64.76
_10297_,64.76
RAM1.mem\[30\]\[2\],64.74
RAM1.mem\[231\]\[2\],64.72
_12143_,64.72
RAM1.mem\[84\]\[2\],64.66
RAM1.mem\[30\]\[5\],64.64
clknet_leaf_56_clk,64.62
clknet_leaf_38_clk,64.6
RAM1.mem\[236\]\[1\],64.56
RAM1.mem\[23\]\[2\],64.56
_08814_,64.52
_10713_,64.5
_06614_,64.44
_04225_,64.38
net272,64.38
clknet_leaf_343_clk,64.34
clknet_leaf_141_clk,64.32
clknet_leaf_353_clk,64.32
_11670_,64.2
clknet_leaf_150_clk,64.2
clknet_leaf_230_clk,64.14
_03640_,64.135
RAM1.mem\[151\]\[7\],64.1
_12145_,64.1
_04612_,64.08
_10305_,63.935
RAM1.mem\[79\]\[6\],63.92
_12723_,63.81
clknet_leaf_292_clk,63.76
_12742_,63.72
RAM1.mem\[93\]\[3\],63.7
_04987_,63.7
_10110_,63.69
_12703_,63.58
RAM1.mem\[57\]\[2\],63.565
RAM1.mem\[213\]\[5\],63.53
RAM1.mem\[105\]\[0\],63.52
RAM1.mem\[71\]\[3\],63.52
RAM1.mem\[77\]\[0\],63.5
clknet_leaf_58_clk,63.47
RAM1.mem\[190\]\[0\],63.42
_11328_,63.38
_10199_,63.28
RAM1.mem\[230\]\[3\],63.26
_09712_,63.24
RAM1.mem\[77\]\[7\],63.22
RAM1.mem\[227\]\[1\],63.2
RAM1.mem\[111\]\[1\],63.16
RAM1.mem\[169\]\[6\],63.16
clknet_leaf_76_clk,63.16
clknet_leaf_124_clk,63.12
RAM1.mem\[41\]\[0\],63.08
_03856_,63.08
clknet_leaf_130_clk,63.08
RAM1.mem\[111\]\[6\],63.075
RAM1.mem\[78\]\[7\],63.05
_11804_,63.02
RAM1.mem\[75\]\[2\],63
clknet_leaf_151_clk,62.98
clknet_leaf_303_clk,62.92
clknet_leaf_185_clk,62.88
RAM1.mem\[57\]\[5\],62.835
RAM1.mem\[33\]\[2\],62.78
clknet_leaf_48_clk,62.75
clknet_leaf_140_clk,62.7
_06611_,62.54
_04234_,62.5
_10129_,62.5
_05045_,62.46
_06729_,62.46
clknet_leaf_301_clk,62.45
RAM1.mem\[130\]\[5\],62.385
RAM1.mem\[83\]\[2\],62.26
RAM1.mem\[243\]\[5\],62.24
clknet_leaf_233_clk,62.24
CPU1.PC1.pc_out\[6\],62.2
_07997_,62.2
_11390_,62.2
RAM1.mem\[48\]\[3\],62.18
clknet_leaf_173_clk,62.16
RAM1.mem\[198\]\[6\],62.14
clknet_leaf_229_clk,62.12
clknet_leaf_295_clk,62.04
_11524_,62.02
RAM1.mem\[161\]\[1\],61.98
RAM1.mem\[92\]\[5\],61.94
_11100_,61.92
RAM1.mem\[113\]\[2\],61.9
RAM1.mem\[244\]\[3\],61.9
_03050_,61.86
clknet_leaf_176_clk,61.84
clknet_leaf_237_clk,61.84
clknet_leaf_296_clk,61.84
RAM1.mem\[167\]\[6\],61.78
RAM1.mem\[193\]\[1\],61.76
_09341_,61.76
RAM1.mem\[62\]\[5\],61.72
clknet_leaf_377_clk,61.68
_03718_,61.62
_10853_,61.62
RAM1.mem\[45\]\[3\],61.5
RAM1.mem\[90\]\[5\],61.5
_11391_,61.5
_09638_,61.46
RAM1.mem\[189\]\[0\],61.44
_04992_,61.4
RAM1.mem\[31\]\[7\],61.34
clknet_leaf_332_clk,61.32
RAM1.mem\[93\]\[2\],61.29
RAM1.mem\[62\]\[0\],61.28
_03725_,61.2
RAM1.mem\[34\]\[7\],61.16
clknet_leaf_143_clk,61.1
RAM1.mem\[227\]\[4\],61.08
RAM1.mem\[204\]\[4\],60.94
RAM1.mem\[236\]\[5\],60.92
RAM1.mem\[51\]\[3\],60.86
RAM1.mem\[13\]\[5\],60.82
RAM1.mem\[50\]\[7\],60.76
_10882_,60.7
CPU1.curr_state\[4\],60.68
RAM1.mem\[81\]\[5\],60.68
RAM1.mem\[160\]\[6\],60.66
_04140_,60.66
clknet_leaf_166_clk,60.66
RAM1.mem\[118\]\[7\],60.64
_04775_,60.62
RAM1.mem\[74\]\[1\],60.585
_05016_,60.58
RAM1.mem\[167\]\[7\],60.52
_04917_,60.52
RAM1.mem\[167\]\[4\],60.5
RAM1.mem\[61\]\[0\],60.5
_04282_,60.5
clknet_leaf_200_clk,60.48
_11440_,60.46
clknet_leaf_125_clk,60.44
_09492_,60.4
_09236_,60.395
clknet_leaf_104_clk,60.38
clknet_leaf_132_clk,60.38
RAM1.mem\[207\]\[5\],60.34
_10061_,60.32
RAM1.mem\[223\]\[3\],60.28
clknet_leaf_260_clk,60.28
RAM1.mem\[185\]\[5\],60.24
_04100_,60.19
RAM1.mem\[98\]\[1\],60.16
RAM1.mem\[241\]\[6\],60.125
RAM1.mem\[62\]\[4\],60.12
_10123_,60.1
clknet_leaf_120_clk,60.04
clknet_leaf_135_clk,60.04
_11691_,60
clknet_leaf_15_clk,59.92
RAM1.mem\[76\]\[7\],59.86
_05083_,59.86
CPU1.instr_reg_out\[0\],59.84
_09934_,59.84
RAM1.mem\[215\]\[6\],59.82
_10327_,59.82
_04967_,59.78
clknet_leaf_13_clk,59.78
RAM1.mem\[37\]\[0\],59.74
RAM1.mem\[61\]\[7\],59.72
RAM1.mem\[210\]\[2\],59.705
_09564_,59.6
RAM1.mem\[177\]\[0\],59.56
RAM1.mem\[185\]\[3\],59.52
RAM1.mem\[25\]\[0\],59.5
RAM1.mem\[49\]\[3\],59.48
clknet_leaf_299_clk,59.48
RAM1.mem\[169\]\[0\],59.46
RAM1.mem\[172\]\[7\],59.44
RAM1.mem\[0\]\[0\],59.38
_04830_,59.36
_10079_,59.36
RAM1.mem\[37\]\[5\],59.355
RAM1.mem\[150\]\[3\],59.32
clknet_leaf_36_clk,59.32
RAM1.mem\[57\]\[6\],59.295
RAM1.mem\[191\]\[1\],59.28
RAM1.mem\[218\]\[2\],59.27
RAM1.mem\[234\]\[2\],59.24
RAM1.mem\[36\]\[7\],59.24
RAM1.mem\[60\]\[2\],59.22
clknet_leaf_369_clk,59.22
_04727_,59.06
RAM1.mem\[160\]\[4\],59.04
_04574_,59.04
_11834_,59.04
RAM1.mem\[168\]\[2\],58.96
RAM1.mem\[252\]\[3\],58.94
RAM1.mem\[64\]\[6\],58.94
clknet_leaf_262_clk,58.94
_03550_,58.92
RAM1.mem\[103\]\[1\],58.9
_12260_,58.82
RAM1.mem\[218\]\[5\],58.72
_09744_,58.72
_10049_,58.64
RAM1.mem\[185\]\[1\],58.58
_08242_,58.58
RAM1.mem\[144\]\[6\],58.56
_09852_,58.56
_05042_,58.55
RAM1.mem\[52\]\[0\],58.52
CPU1.instr_reg_out\[7\],58.44
_10387_,58.44
RAM1.mem\[52\]\[5\],58.42
RAM1.mem\[42\]\[3\],58.4
RAM1.mem\[114\]\[7\],58.34
_03825_,58.34
RAM1.mem\[234\]\[5\],58.26
clknet_leaf_102_clk,58.22
RAM1.mem\[61\]\[5\],58.2
_04788_,58.2
RAM1.mem\[53\]\[6\],58.185
RAM1.mem\[42\]\[1\],58.18
clknet_leaf_320_clk,58.08
RAM1.mem\[209\]\[6\],58.06
_10148_,58.02
_11059_,58.02
clknet_leaf_202_clk,58.02
_10954_,57.98
_11562_,57.98
clknet_leaf_8_clk,57.98
RAM1.mem\[217\]\[4\],57.84
clknet_leaf_37_clk,57.82
RAM1.mem\[224\]\[0\],57.78
RAM1.mem\[215\]\[4\],57.74
_04912_,57.7
RAM1.mem\[163\]\[0\],57.67
RAM1.mem\[81\]\[6\],57.62
_03032_,57.575
RAM1.mem\[45\]\[1\],57.56
RAM1.mem\[192\]\[6\],57.52
RAM1.mem\[60\]\[7\],57.52
RAM1.mem\[199\]\[4\],57.46
RAM1.mem\[205\]\[1\],57.44
_08040_,57.42
clknet_leaf_308_clk,57.42
RAM1.mem\[165\]\[7\],57.38
_10273_,57.36
_10762_,57.36
RAM1.mem\[149\]\[6\],57.26
RAM1.mem\[25\]\[1\],57.2
RAM1.mem\[37\]\[2\],57.2
_04811_,57.16
RAM1.mem\[198\]\[1\],57.14
clknet_leaf_44_clk,57.14
RAM1.mem\[33\]\[6\],57.04
clknet_leaf_114_clk,56.98
RAM1.mem\[161\]\[7\],56.96
_11438_,56.96
clknet_leaf_83_clk,56.94
RAM1.mem\[126\]\[4\],56.935
_10275_,56.92
RAM1.mem\[22\]\[3\],56.9
RAM1.mem\[236\]\[3\],56.86
RAM1.mem\[30\]\[4\],56.76
clknet_leaf_357_clk,56.68
clknet_leaf_359_clk,56.68
RAM1.mem\[97\]\[3\],56.66
RAM1.mem\[185\]\[4\],56.64
_08244_,56.62
RAM1.mem\[77\]\[6\],56.54
clknet_leaf_226_clk,56.54
_11845_,56.52
_11787_,56.42
RAM1.mem\[243\]\[3\],56.4
_09788_,56.34
RAM1.mem\[66\]\[7\],56.32
_10888_,56.32
clknet_leaf_136_clk,56.3
_03434_,56.28
_10097_,56.24
RAM1.mem\[36\]\[0\],56.23
RAM1.mem\[191\]\[2\],56.22
RAM1.mem\[74\]\[0\],56.185
_10406_,56.18
_09472_,56.16
clknet_leaf_194_clk,56.14
_10658_,56.1
clknet_leaf_14_clk,56.1
_10872_,56.08
clknet_leaf_210_clk,56.08
RAM1.mem\[227\]\[6\],56.06
RAM1.mem\[42\]\[0\],56.04
clknet_leaf_119_clk,56.04
RAM1.mem\[215\]\[2\],55.98
RAM1.mem\[168\]\[3\],55.945
clknet_leaf_105_clk,55.94
clknet_leaf_324_clk,55.84
_03567_,55.82
RAM1.mem\[224\]\[1\],55.76
RAM1.mem\[147\]\[3\],55.74
RAM1.mem\[90\]\[7\],55.6
RAM1.mem\[247\]\[4\],55.56
RAM1.mem\[81\]\[2\],55.56
_10159_,55.56
_03800_,55.5
_11119_,55.5
_11885_,55.48
_04105_,55.38
clknet_leaf_81_clk,55.38
_04449_,55.34
_11139_,55.32
RAM1.mem\[15\]\[1\],55.3
_10545_,55.28
clknet_leaf_147_clk,55.27
RAM1.mem\[113\]\[5\],55.26
RAM1.mem\[66\]\[5\],55.26
RAM1.mem\[69\]\[1\],55.2
RAM1.mem\[117\]\[0\],55.18
_08053_,55.16
_10415_,55.16
clknet_leaf_41_clk,55.14
RAM1.mem\[58\]\[5\],55.08
_11987_,55.08
_05122_,55.04
_11520_,55
_11442_,54.985
RAM1.mem\[148\]\[0\],54.98
_09714_,54.94
RAM1.mem\[56\]\[5\],54.9
RAM1.mem\[82\]\[2\],54.84
_10249_,54.84
clknet_leaf_334_clk,54.82
UART1.UART_RX1.regInMeta,54.8
_11393_,54.76
_09522_,54.72
RAM1.mem\[225\]\[7\],54.7
RAM1.mem\[14\]\[3\],54.68
_10937_,54.68
RAM1.mem\[230\]\[5\],54.64
UART1.UART_TX1.clkCount\[4\],54.64
net154,54.64
RAM1.mem\[62\]\[3\],54.62
clknet_leaf_51_clk,54.6
_11711_,54.55
_09880_,54.46
_10991_,54.46
RAM1.mem\[160\]\[1\],54.42
RAM1.mem\[0\]\[6\],54.415
_10172_,54.36
_11368_,54.36
RAM1.mem\[213\]\[7\],54.34
clknet_leaf_330_clk,54.34
_09502_,54.26
_09935_,54.24
RAM1.mem\[185\]\[2\],54.18
_10381_,54.16
RAM1.mem\[45\]\[2\],54.12
RAM1.mem\[227\]\[3\],54.02
RAM1.mem\[103\]\[6\],53.94
_10923_,53.89
_04494_,53.88
