net,length_um
_06398_,15.3
_11125_,15.28
_09867_,15.27
RAM1.mem\[214\]\[6\],15.26
_02981_,15.26
_08188_,15.26
_08927_,15.26
_10831_,15.26
RAM1.mem\[78\]\[0\],15.245
CPU1.mdr_out\[6\],15.22
_07659_,15.2
_11615_,15.2
_04471_,15.18
RAM1.mem\[99\]\[5\],15.16
_08372_,15.14
RAM1.mem\[172\]\[0\],15.1
_07634_,15.1
_00681_,15.08
_02251_,15.08
RAM1.mem\[145\]\[7\],15.06
_11062_,15.06
_04755_,15.04
_07161_,15.04
_11560_,15.04
_05158_,15.02
_11163_,15.02
_03116_,15
_11342_,15
_00366_,14.965
_10833_,14.96
uart_curr_state\[3\],14.96
_03037_,14.94
_03793_,14.94
_11927_,14.94
_08703_,14.92
_09819_,14.92
RAM1.mem\[87\]\[7\],14.905
addr_byte[3],14.9
_07573_,14.88
_09432_,14.88
_10948_,14.88
UART1.UART_TX1.packet\[8\],14.86
_06873_,14.86
_08198_,14.86
_10957_,14.86
_12549_,14.86
RAM1.mem\[61\]\[4\],14.84
_12702_,14.84
net231,14.84
_03393_,14.8
_07637_,14.8
_10538_,14.8
RAM1.mem\[121\]\[5\],14.78
_03150_,14.78
_07554_,14.78
_10456_,14.78
_11354_,14.78
_00256_,14.765
_04078_,14.76
RAM1.mem\[248\]\[3\],14.72
RAM1.mem\[121\]\[0\],14.685
RAM1.mem\[174\]\[4\],14.68
RAM1.mem\[99\]\[7\],14.68
_03896_,14.68
_06626_,14.66
_09280_,14.66
RAM1.mem\[19\]\[4\],14.64
_03770_,14.64
_05138_,14.64
_06693_,14.64
_07177_,14.64
_07998_,14.6
_08076_,14.6
RAM1.mem\[121\]\[2\],14.585
_03337_,14.58
_03955_,14.58
_04558_,14.58
_10694_,14.58
_08010_,14.56
_08358_,14.56
_03790_,14.54
_05009_,14.54
_08120_,14.52
_10250_,14.52
_11462_,14.52
net230,14.52
net235,14.52
_01016_,14.5
_02233_,14.5
_05697_,14.5
_04938_,14.48
_05091_,14.48
_00624_,14.465
_03187_,14.46
_04854_,14.46
_08889_,14.44
_01800_,14.425
_03922_,14.42
_10983_,14.42
net198,14.42
_06392_,14.4
_08517_,14.4
_07619_,14.38
_11335_,14.38
RAM1.mem\[191\]\[3\],14.36
_04294_,14.36
_06522_,14.36
_06615_,14.36
_02459_,14.34
_10843_,14.34
RAM1.mem\[205\]\[2\],14.32
_05166_,14.32
_11978_,14.3
_06288_,14.28
_06481_,14.28
_09039_,14.28
_10543_,14.28
_02690_,14.26
_07979_,14.26
RAM1.mem\[145\]\[1\],14.24
_04284_,14.24
RAM1.mem\[172\]\[2\],14.22
_11738_,14.22
_11925_,14.22
_12311_,14.22
net284,14.22
rst,14.18
_04784_,14.16
_08122_,14.16
_08652_,14.16
_08064_,14.14
_09411_,14.14
_10180_,14.14
_11637_,14.14
_09685_,14.12
_08000_,14.105
_03877_,14.1
_08337_,14.1
_11735_,14.1
_12091_,14.1
UART1.UART_TX1.packet\[2\],14.08
_02680_,14.08
_03635_,14.08
_03750_,14.08
_07587_,14.08
_10506_,14.08
_08828_,14.06
RAM1.mem\[121\]\[4\],14.055
RAM1.mem\[231\]\[7\],14.04
_01022_,14.04
_10182_,14.04
_01072_,14.025
RAM1.mem\[19\]\[0\],14.02
_02769_,14.02
_05183_,14
_07776_,14
_08196_,14
_11837_,14
_12092_,14
_03045_,13.995
_10154_,13.98
_10541_,13.98
_10336_,13.975
RAM1.mem\[150\]\[0\],13.96
_08090_,13.96
_11262_,13.96
_05709_,13.94
_01513_,13.925
_09624_,13.92
_09853_,13.92
_01582_,13.905
_03539_,13.9
_05147_,13.9
_06141_,13.9
_07994_,13.9
_08014_,13.9
_00640_,13.885
_00678_,13.885
_04330_,13.88
_10236_,13.88
net222,13.88
_01127_,13.86
_05337_,13.86
_10224_,13.86
RAM1.mem\[146\]\[1\],13.84
RAM1.mem\[19\]\[6\],13.84
_01439_,13.84
_07922_,13.84
_11008_,13.84
net265,13.84
_00528_,13.805
_08069_,13.8
_11534_,13.8
_10932_,13.78
_12434_,13.78
_04167_,13.74
_04283_,13.72
_04496_,13.72
_04508_,13.68
_05039_,13.67
_00324_,13.66
_05236_,13.66
_08986_,13.66
_09461_,13.66
_11074_,13.66
net226,13.66
_01240_,13.645
RAM1.mem\[174\]\[3\],13.64
_07816_,13.64
_08128_,13.64
_08213_,13.64
_09849_,13.64
RAM1.mem\[79\]\[5\],13.62
RAM1.mem\[87\]\[6\],13.6
_00699_,13.585
_02708_,13.58
_07349_,13.58
_08787_,13.58
_10020_,13.58
_10942_,13.58
_04808_,13.575
_02466_,13.56
_07880_,13.56
_08162_,13.56
_11308_,13.56
_05019_,13.54
_06877_,13.54
_10448_,13.54
_11411_,13.54
addr_byte[5],13.54
cmd_byte[1],13.54
_05460_,13.5
_09658_,13.5
_02286_,13.48
_02813_,13.48
_03127_,13.48
_08714_,13.46
_11439_,13.46
RAM1.mem\[116\]\[1\],13.44
_10322_,13.43
_00462_,13.425
_03872_,13.42
_04015_,13.42
_04135_,13.42
_04801_,13.42
_02445_,13.4
_07102_,13.4
_04812_,13.38
_10471_,13.38
_10743_,13.38
_03705_,13.36
_10089_,13.34
_11082_,13.34
net168,13.34
_10321_,13.3
_10699_,13.3
_11929_,13.3
clk_per_bit[7],13.3
_07227_,13.28
_07788_,13.26
_10426_,13.26
RAM1.mem\[109\]\[6\],13.22
_03079_,13.22
_10970_,13.22
_11565_,13.22
_04164_,13.2
_11668_,13.2
_12350_,13.2
_04242_,13.18
RAM1.mem\[79\]\[2\],13.16
_05078_,13.16
_07381_,13.16
_08689_,13.16
RAM1.mem\[222\]\[5\],13.14
_03144_,13.14
_02385_,13.12
_08171_,13.12
_08837_,13.12
_09016_,13.12
net286,13.12
_07067_,13.1
_11285_,13.1
_11653_,13.1
RAM1.mem\[100\]\[1\],13.08
RAM1.mem\[18\]\[7\],13.08
_03557_,13.08
_04331_,13.08
_07461_,13.08
_10096_,13.08
_05071_,13.06
_05211_,13.06
_05272_,13.06
_12481_,13.06
RAM1.mem\[238\]\[6\],13.04
_02343_,13.04
_02528_,13.04
_03023_,13.04
_03041_,13.04
_03613_,13.04
_05616_,13.04
_07886_,13.04
_08470_,13.04
_09940_,13.04
_10639_,13.04
_11600_,13.04
_12855_,13.04
_00453_,13.025
_04707_,13.02
_06440_,13.02
_02788_,13
_03253_,13
_03363_,13
_09283_,13
_12500_,13
_12790_,13
_08435_,12.96
_09180_,12.96
_09831_,12.96
_10788_,12.96
_11242_,12.96
_12809_,12.96
_12850_,12.96
clk_per_bit[0],12.96
_00246_,12.94
_01612_,12.94
_05332_,12.94
_07857_,12.94
_08102_,12.94
_05227_,12.92
_10665_,12.92
_09123_,12.9
_10258_,12.9
_08153_,12.88
_00828_,12.825
_11538_,12.82
_05157_,12.8
_08566_,12.8
_12293_,12.8
_12314_,12.8
_12714_,12.8
_04869_,12.78
_03234_,12.76
_05411_,12.76
_07745_,12.76
_11425_,12.76
_00821_,12.745
_03199_,12.74
_06350_,12.74
_08097_,12.74
_03669_,12.72
_04226_,12.72
_04703_,12.72
_04756_,12.72
_11359_,12.72
RAM1.mem\[166\]\[1\],12.7
_04255_,12.7
_06672_,12.7
_08835_,12.7
_09900_,12.7
_10675_,12.7
_12815_,12.7
_03126_,12.69
_10758_,12.68
net194,12.68
_03858_,12.66
_07711_,12.66
_07901_,12.66
_09727_,12.66
_11665_,12.66
_04316_,12.64
_05099_,12.64
_08516_,12.64
_10950_,12.64
_01012_,12.62
_04110_,12.62
_04447_,12.62
_04765_,12.62
_00334_,12.605
RAM1.mem\[130\]\[7\],12.585
_00187_,12.585
_02446_,12.58
_03092_,12.58
_08978_,12.58
_10458_,12.58
_12799_,12.58
_04408_,12.56
_06816_,12.56
_10041_,12.56
_04549_,12.54
_10583_,12.54
_11725_,12.54
_11743_,12.54
net256,12.54
_05670_,12.52
_02861_,12.5
_06612_,12.5
_07185_,12.5
_07505_,12.5
_09708_,12.5
_11241_,12.5
_11577_,12.5
net254,12.5
_05867_,12.48
_09069_,12.48
_12545_,12.48
_05167_,12.46
_02228_,12.44
_02717_,12.42
_04954_,12.42
_01349_,12.405
RAM1.mem\[172\]\[3\],12.4
_02581_,12.4
_06396_,12.4
net248,12.4
_01332_,12.38
_05432_,12.38
_07834_,12.38
_09821_,12.38
_11537_,12.38
net156,12.365
_09835_,12.36
_03776_,12.34
_04925_,12.34
_04931_,12.34
_07899_,12.34
_08365_,12.34
_03788_,12.32
_10066_,12.32
_11001_,12.3
_03027_,12.28
_06172_,12.28
_09743_,12.28
_10168_,12.28
_11772_,12.28
_03052_,12.26
_05103_,12.26
_05354_,12.26
_08223_,12.26
_03885_,12.24
_04500_,12.24
_06118_,12.24
_06621_,12.24
_08351_,12.24
_09352_,12.24
_10155_,12.24
_12057_,12.24
_11076_,12.22
_00374_,12.205
_02170_,12.205
UART1.UART_RX1.dataOut\[3\],12.2
_02909_,12.2
_03871_,12.2
_03775_,12.18
_05418_,12.18
_07299_,12.18
_08630_,12.18
_09792_,12.18
_10622_,12.18
data_byte[5],12.18
done,12.18
halt,12.18
UART1.UART_TX1.packet\[7\],12.16
_03547_,12.16
_03962_,12.16
_04425_,12.16
_05111_,12.16
_06035_,12.16
_06452_,12.16
_06789_,12.16
_07761_,12.16
_08077_,12.16
_09319_,12.16
_09393_,12.16
_11719_,12.16
_00003_,12.145
_08832_,12.14
_09348_,12.14
_06432_,12.12
_06558_,12.12
_07649_,12.12
_08174_,12.12
_11055_,12.12
_12412_,12.12
_02583_,12.1
_07661_,12.1
_03749_,12.08
_07047_,12.08
_08150_,12.08
_08962_,12.08
_09345_,12.08
_10967_,12.08
_12189_,12.08
_00044_,12.065
_02745_,12.06
_06507_,12.06
_02129_,12.045
_03745_,12.04
_06692_,12.04
_07347_,12.04
_07828_,12.04
_10015_,12.04
_12098_,12.04
_12660_,12.04
_01288_,12.025
_00106_,12.02
_06296_,12.02
_11297_,12.02
_12055_,12.02
_08100_,12
_10917_,11.98
_04050_,11.96
_12811_,11.96
_05628_,11.94
_10282_,11.94
_10544_,11.94
_11625_,11.94
_11698_,11.94
_11815_,11.94
_03757_,11.92
_10787_,11.92
_11289_,11.9
_04603_,11.88
_00547_,11.86
_02496_,11.86
_06800_,11.86
_06898_,11.84
_00959_,11.825
_02979_,11.82
_03730_,11.82
_04797_,11.82
_06272_,11.82
_09038_,11.82
_10151_,11.82
_02219_,11.805
_03046_,11.8
_07878_,11.8
_09195_,11.8
_09649_,11.8
_12605_,11.8
_12892_,11.8
_04057_,11.78
_04383_,11.78
_06817_,11.78
_06885_,11.78
_07728_,11.78
_07990_,11.78
_09233_,11.78
_11310_,11.78
_11468_,11.78
_11478_,11.78
_03477_,11.77
_01537_,11.765
_01695_,11.745
RAM1.mem\[19\]\[3\],11.74
_00342_,11.74
_03094_,11.74
_03841_,11.74
_05080_,11.74
_05246_,11.74
_11749_,11.74
_03044_,11.72
_03764_,11.72
_06676_,11.72
_06937_,11.72
_07128_,11.72
_11558_,11.72
_11751_,11.72
_12068_,11.72
_00332_,11.705
_01542_,11.705
_04532_,11.7
_06266_,11.7
_06504_,11.7
_06732_,11.7
_06851_,11.7
_08031_,11.7
_10267_,11.7
_10910_,11.7
_11093_,11.7
_11203_,11.7
_12416_,11.7
_12731_,11.7
_11140_,11.68
_02774_,11.66
_04031_,11.66
_08072_,11.66
_10856_,11.66
net268,11.66
RAM1.mem\[208\]\[3\],11.64
_04461_,11.64
_09097_,11.64
_09356_,11.64
_11659_,11.64
UART1.RX_dataOut\[3\],11.62
_04072_,11.62
_04318_,11.62
_06855_,11.62
_10968_,11.62
_11585_,11.62
_12795_,11.62
_02143_,11.6
_03953_,11.6
_04895_,11.6
_09369_,11.6
_02637_,11.58
_03916_,11.58
_04320_,11.58
_05849_,11.58
_07145_,11.58
_07876_,11.58
_08024_,11.58
_08176_,11.58
_11334_,11.58
_11868_,11.58
_12228_,11.58
_01625_,11.56
_07204_,11.56
_11210_,11.56
_02617_,11.54
_03062_,11.54
_03128_,11.54
_07412_,11.54
_11347_,11.54
net232,11.525
_02412_,11.52
_10966_,11.52
_00980_,11.505
_04730_,11.5
_00727_,11.48
_03838_,11.48
_04951_,11.48
_10819_,11.48
_10878_,11.48
_02503_,11.46
_03515_,11.46
_04521_,11.46
_07639_,11.46
_07754_,11.46
_08043_,11.46
_08099_,11.46
_10606_,11.46
_12634_,11.46
_03575_,11.44
_05874_,11.42
_07923_,11.42
_07934_,11.42
_11921_,11.42
_00031_,11.4
_02555_,11.4
_04625_,11.4
_08073_,11.4
_09179_,11.4
_09863_,11.4
_03518_,11.39
_10468_,11.38
_11232_,11.38
_02603_,11.36
_02939_,11.36
_05326_,11.36
_06775_,11.36
_06795_,11.36
_07945_,11.36
_08018_,11.36
_11183_,11.36
_11657_,11.36
cmd_byte[4],11.34
tx_reg[4],11.34
net285,11.34
_03853_,11.32
_05075_,11.32
_06273_,11.32
_08376_,11.32
_09372_,11.32
_11542_,11.3
_00304_,11.28
_03945_,11.28
_04162_,11.28
_04629_,11.28
_04885_,11.28
_05791_,11.28
_07719_,11.28
_10057_,11.28
_10765_,11.28
_11638_,11.28
_11792_,11.28
_06650_,11.26
_07692_,11.26
_07736_,11.26
_08553_,11.26
_12376_,11.26
_12750_,11.26
_01099_,11.245
RAM1.mem\[191\]\[7\],11.24
_03781_,11.24
_07311_,11.24
_07771_,11.24
_07895_,11.24
_07911_,11.24
_09072_,11.24
_10746_,11.24
_11176_,11.24
_12898_,11.24
net234,11.24
_00331_,11.225
_01009_,11.225
_05943_,11.22
_03596_,11.2
_03713_,11.2
_04348_,11.2
_05231_,11.2
_07624_,11.2
_08697_,11.2
_11022_,11.2
_11171_,11.2
_12652_,11.2
net174,11.2
net291,11.2
_07175_,11.18
_08248_,11.18
_10256_,11.18
_01084_,11.165
_02439_,11.16
_10472_,11.16
_10729_,11.16
net202,11.16
_01762_,11.155
_00148_,11.14
_04834_,11.14
_07193_,11.14
_09265_,11.14
_09907_,11.14
_12131_,11.14
_02742_,11.12
_04249_,11.12
_04720_,11.12
_06326_,11.12
_06380_,11.12
_06891_,11.12
_06933_,11.12
_07065_,11.12
_07091_,11.12
_07095_,11.12
_08133_,11.12
_08557_,11.12
_10103_,11.12
_12113_,11.12
_09832_,11.11
_06629_,11.1
_01852_,11.085
net171,11.085
_01958_,11.06
_06293_,11.06
_08792_,11.06
_04956_,11.04
_06462_,11.04
_09291_,11.04
_10799_,11.04
_12409_,11.04
_00641_,11.025
_02817_,11.02
_07094_,11.02
_07636_,11.02
CPU1.alu_reg_out\[4\],11
_11266_,11
_10607_,10.995
_10925_,10.98
_11024_,10.98
_12336_,10.98
_01123_,10.965
CPU1.alu_reg_out\[5\],10.96
_03145_,10.96
_06379_,10.96
_07810_,10.96
_11909_,10.96
_06767_,10.94
_11378_,10.94
_00343_,10.92
_02387_,10.92
_04480_,10.92
_04555_,10.92
_05063_,10.92
_08008_,10.92
_09762_,10.92
_04093_,10.9
_05101_,10.9
_05284_,10.9
_05304_,10.9
_05555_,10.9
_05620_,10.9
_05671_,10.9
_05767_,10.9
_06022_,10.9
_07943_,10.9
_08750_,10.9
_09096_,10.9
_09998_,10.9
_10032_,10.9
_10389_,10.9
_12207_,10.9
net240,10.9
_04194_,10.89
_02435_,10.88
_05696_,10.88
_07429_,10.88
_12074_,10.88
_12343_,10.88
_00704_,10.875
_02193_,10.865
RAM1.mem\[61\]\[6\],10.86
_06540_,10.86
_09293_,10.86
_10560_,10.86
_01333_,10.825
_01726_,10.825
_02178_,10.825
_00302_,10.82
_02239_,10.82
_03058_,10.82
_05113_,10.82
_06443_,10.82
_08409_,10.82
_08641_,10.82
_09159_,10.82
_11160_,10.82
_11673_,10.82
_04836_,10.8
_04866_,10.8
_09144_,10.8
_10730_,10.8
_00261_,10.785
_02453_,10.78
_02631_,10.78
_02805_,10.78
_03142_,10.78
_04522_,10.78
_04759_,10.78
_05025_,10.78
_05654_,10.78
_06616_,10.78
_07679_,10.78
_07933_,10.78
_08375_,10.78
_11616_,10.78
_12213_,10.78
_12487_,10.78
net279,10.78
_01947_,10.765
_02623_,10.76
_03067_,10.76
_06112_,10.76
_01214_,10.745
_01687_,10.745
_02885_,10.74
_04023_,10.74
_07861_,10.74
_11540_,10.74
_11613_,10.74
UART1.RX_dataOut\[0\],10.72
_03043_,10.72
_05376_,10.72
_08514_,10.72
_11400_,10.72
_11326_,10.71
_02115_,10.705
_02563_,10.7
_03509_,10.7
_03524_,10.7
_05020_,10.7
_06787_,10.7
_06836_,10.7
_07251_,10.7
_07395_,10.7
_08200_,10.7
_08239_,10.7
_11509_,10.7
_12568_,10.7
_04309_,10.68
_04695_,10.68
_00313_,10.66
_02726_,10.66
_04098_,10.66
_04271_,10.66
_06344_,10.66
_06378_,10.66
_06578_,10.66
_07565_,10.66
_07641_,10.66
_07671_,10.66
_07742_,10.66
_09244_,10.66
_10446_,10.66
_10612_,10.66
_12619_,10.66
_12696_,10.66
_02141_,10.645
_05357_,10.64
_11493_,10.64
_12768_,10.64
_01694_,10.625
_02378_,10.62
_04145_,10.62
RAM1.mem\[109\]\[0\],10.6
_06399_,10.6
_06939_,10.6
_07498_,10.6
_02449_,10.58
_02520_,10.58
_04367_,10.58
_04573_,10.58
_05939_,10.58
_09162_,10.58
_00146_,10.575
_01686_,10.565
_03028_,10.56
_03890_,10.56
_04959_,10.56
_09365_,10.56
_01994_,10.535
_03984_,10.52
_08081_,10.52
_10989_,10.52
_01933_,10.505
_04716_,10.5
_06065_,10.5
_08877_,10.5
_00594_,10.485
_02223_,10.485
RAM1.mem\[145\]\[4\],10.48
_04692_,10.48
clk_per_bit[8],10.47
_05026_,10.46
_10188_,10.46
_11594_,10.46
_04897_,10.45
_00776_,10.44
_04742_,10.44
_05050_,10.44
_05081_,10.44
_06377_,10.44
_07796_,10.44
_07798_,10.44
_09854_,10.44
_09856_,10.44
_10580_,10.44
_10885_,10.44
_02355_,10.42
_04952_,10.42
_03078_,10.4
_04187_,10.4
_05239_,10.4
_06596_,10.4
_06801_,10.4
_09019_,10.4
CPU1.mdr_out\[2\],10.38
_02602_,10.38
_03104_,10.37
_01132_,10.365
RAM1.mem\[100\]\[0\],10.36
UART1.UART_TX1.packet\[1\],10.36
_02263_,10.36
_02571_,10.36
_04278_,10.36
_05283_,10.36
_06005_,10.36
_06546_,10.36
_08638_,10.36
_11880_,10.36
_12037_,10.36
_12665_,10.36
_02913_,10.34
_07707_,10.34
_09872_,10.34
_00979_,10.325
_01033_,10.325
_02085_,10.325
_02547_,10.32
_02569_,10.32
_02609_,10.32
_03357_,10.32
_03469_,10.32
_03579_,10.32
_04039_,10.32
_04085_,10.32
_04623_,10.32
_04849_,10.32
_05159_,10.32
_05522_,10.32
_05755_,10.32
_06286_,10.32
_06842_,10.32
_07339_,10.32
_07552_,10.32
_07685_,10.32
_08944_,10.32
_09157_,10.32
_09207_,10.32
_09373_,10.32
_10184_,10.32
_10640_,10.32
_10673_,10.32
_11190_,10.32
_11407_,10.32
_11492_,10.32
_12114_,10.32
cmd_byte[0],10.32
cmd_byte[2],10.32
cmd_byte[5],10.32
data_byte[6],10.32
tx_reg[3],10.32
tx_reg[5],10.32
_05851_,10.3
_09767_,10.3
_00933_,10.285
_02945_,10.28
_02987_,10.28
_04322_,10.28
_05543_,10.28
_05590_,10.28
_05819_,10.28
_07367_,10.28
_07493_,10.28
_07937_,10.28
_08344_,10.28
_09364_,10.28
_09789_,10.28
_09829_,10.28
_10311_,10.28
_10704_,10.28
_12498_,10.28
net295,10.28
_00561_,10.26
_05313_,10.26
_12422_,10.26
_00987_,10.245
_01813_,10.245
_01971_,10.24
_03818_,10.24
_04201_,10.24
_05600_,10.24
_07511_,10.24
_08194_,10.24
_08456_,10.24
_10192_,10.24
_10881_,10.24
_10924_,10.24
_11901_,10.24
_12093_,10.24
_12408_,10.24
_03148_,10.22
_05218_,10.22
_06915_,10.22
_12361_,10.22
_02783_,10.2
_03051_,10.2
_05438_,10.2
_05931_,10.2
_06628_,10.2
_07325_,10.2
_07455_,10.2
_07727_,10.2
_07787_,10.2
_08035_,10.2
_08061_,10.2
_08181_,10.2
_10889_,10.2
_11870_,10.2
_12140_,10.2
_12318_,10.2
_12729_,10.2
_01832_,10.18
_02309_,10.18
_11089_,10.18
_12375_,10.18
net297,10.18
_10522_,10.16
_05615_,10.14
_11005_,10.14
_12411_,10.14
clk_per_bit[6],10.13
_00492_,10.125
_00598_,10.12
_03311_,10.12
_09652_,10.12
_10772_,10.12
_10869_,10.12
net287,10.12
_00425_,10.105
_02779_,10.1
_05630_,10.1
_06136_,10.1
_10018_,10.1
_11097_,10.1
_11803_,10.1
_11654_,10.09
_05036_,10.08
_06671_,10.08
_10384_,10.08
_11075_,10.08
_11463_,10.08
_11471_,10.08
_11789_,10.08
_12474_,10.08
net204,10.08
_08115_,10.075
_01065_,10.065
_00682_,10.06
net227,10.045
_03111_,10.04
_04125_,10.04
_06809_,10.04
_07378_,10.04
_11158_,10.04
_04106_,10.02
_09243_,10.02
_10392_,10.02
_09641_,10
_09758_,10
_09920_,10
_11530_,10
_00548_,9.985
_01019_,9.98
_02540_,9.98
_03973_,9.98
_05247_,9.98
_06962_,9.98
_06993_,9.98
_07824_,9.98
_10563_,9.98
_12248_,9.98
net195,9.98
net294,9.98
_03139_,9.96
_04121_,9.96
_03099_,9.95
_04438_,9.94
_07472_,9.94
_07803_,9.94
_07914_,9.94
_09294_,9.94
_10556_,9.94
_10861_,9.94
_12830_,9.94
_07812_,9.92
_00284_,9.905
_02128_,9.905
_00311_,9.9
_02565_,9.9
_04132_,9.9
_04455_,9.9
_05479_,9.9
_06627_,9.9
_07025_,9.9
_07313_,9.9
_07792_,9.9
_08220_,9.9
_10662_,9.9
_11546_,9.9
_11781_,9.9
_12377_,9.9
_02697_,9.88
_02763_,9.88
_03049_,9.88
_04428_,9.88
_06386_,9.88
_10108_,9.88
_10680_,9.875
_00900_,9.865
net189,9.865
_02715_,9.86
_04230_,9.86
_05301_,9.86
_05831_,9.86
_06253_,9.86
_07009_,9.86
_07814_,9.86
_08149_,9.86
_09738_,9.86
_10088_,9.86
_10214_,9.86
_10368_,9.86
_11464_,9.86
_11777_,9.86
_02189_,9.845
_07214_,9.84
_07373_,9.84
_00323_,9.82
_02429_,9.82
_02430_,9.82
_02440_,9.82
_03088_,9.82
_03958_,9.82
_04798_,9.82
_06878_,9.82
_07744_,9.82
_08190_,9.82
_09132_,9.82
_09362_,9.82
_00041_,9.815
_01004_,9.805
_02144_,9.805
_04413_,9.8
_08592_,9.8
_09258_,9.8
_10252_,9.8
_11499_,9.8
_00288_,9.785
_01411_,9.785
_02255_,9.78
_04151_,9.78
_04297_,9.78
_05412_,9.78
_06006_,9.78
_06694_,9.78
_07319_,9.78
_09164_,9.78
_09262_,9.78
_09420_,9.78
_12844_,9.78
_00834_,9.76
_03398_,9.76
_03593_,9.76
_07031_,9.76
_09650_,9.76
_00467_,9.745
_02650_,9.74
_06674_,9.74
_06845_,9.74
_10891_,9.74
_11345_,9.74
_04572_,9.735
_01732_,9.725
_00448_,9.72
_01290_,9.72
_01651_,9.72
_04479_,9.72
_05786_,9.72
_07781_,9.72
_10383_,9.72
_04311_,9.7
_10091_,9.7
_02570_,9.68
_03501_,9.68
_03652_,9.68
_06257_,9.68
_06537_,9.68
_06707_,9.68
_09997_,9.68
_12547_,9.68
_09960_,9.66
_03232_,9.64
_03794_,9.64
_03826_,9.64
_07830_,9.64
_08093_,9.64
_09397_,9.64
_12728_,9.64
clk_per_bit[1],9.64
_01995_,9.625
_04903_,9.62
_05202_,9.62
_07062_,9.62
_02912_,9.6
_03047_,9.6
_03154_,9.6
_04589_,9.6
_10111_,9.6
_03168_,9.58
_05493_,9.58
_11765_,9.58
_05168_,9.56
_06875_,9.56
_11716_,9.55
_02148_,9.545
_02383_,9.54
_04215_,9.54
_05238_,9.54
_06274_,9.54
_07217_,9.54
_11199_,9.54
_11821_,9.54
_11825_,9.54
_00530_,9.525
_05435_,9.52
_05784_,9.52
_06304_,9.52
_06779_,9.52
_07407_,9.52
_08079_,9.52
_08759_,9.52
_09122_,9.52
_09151_,9.52
_10101_,9.52
_06050_,9.5
_10844_,9.5
_12698_,9.5
_01529_,9.485
_01905_,9.485
_02166_,9.485
_06117_,9.48
_06618_,9.48
_07713_,9.48
_09066_,9.48
_10241_,9.48
_12032_,9.48
_09986_,9.475
_01414_,9.465
_03157_,9.46
_07568_,9.46
_02181_,9.455
_02058_,9.445
_02254_,9.44
_02816_,9.44
_02888_,9.44
_04179_,9.44
_05727_,9.44
_06221_,9.44
_07397_,9.44
_09095_,9.44
_10534_,9.44
_12390_,9.44
_02314_,9.42
_03110_,9.42
_03541_,9.42
_04204_,9.42
_04336_,9.42
_04475_,9.42
_05552_,9.42
_07784_,9.42
_07844_,9.42
_08084_,9.42
_09330_,9.42
_09459_,9.42
_09742_,9.42
_10901_,9.42
_12798_,9.42
net273,9.42
net303,9.42
_00667_,9.405
_02337_,9.4
_02369_,9.4
_02559_,9.4
_03249_,9.4
_04528_,9.4
_04840_,9.4
_05362_,9.4
_05622_,9.4
_07119_,9.4
_08691_,9.4
_10147_,9.4
_10555_,9.4
_10841_,9.4
_11879_,9.4
_12289_,9.4
_12479_,9.4
_07506_,9.38
_10961_,9.38
_00002_,9.365
_02339_,9.36
_02397_,9.36
_03194_,9.36
_05035_,9.36
_05072_,9.36
_05558_,9.36
_05584_,9.36
_06632_,9.36
_07746_,9.36
_08650_,9.36
_08796_,9.36
_09222_,9.36
_09349_,9.36
_09801_,9.36
_10711_,9.36
_11799_,9.36
_12827_,9.36
_01718_,9.355
_00165_,9.345
_00451_,9.345
_00914_,9.345
_01526_,9.345
_01782_,9.345
_02267_,9.34
_07021_,9.34
_08994_,9.34
_11912_,9.34
_12223_,9.34
_12275_,9.34
_02350_,9.32
_05639_,9.32
_06074_,9.32
_06330_,9.32
_06654_,9.32
_07668_,9.32
_07705_,9.32
_08029_,9.32
_10443_,9.32
_11513_,9.32
_11742_,9.32
_12094_,9.32
_12132_,9.32
_12432_,9.32
_12475_,9.32
_12615_,9.32
_01501_,9.305
_00770_,9.3
_03238_,9.3
_04189_,9.3
_05668_,9.3
_05813_,9.3
_05881_,9.3
_07482_,9.3
_08476_,9.3
_08646_,9.3
_09506_,9.3
_11436_,9.3
net241,9.3
_02851_,9.28
_03659_,9.28
_04862_,9.28
_09227_,9.28
_10099_,9.28
_10806_,9.28
_12191_,9.28
_12467_,9.28
net243,9.28
_01562_,9.26
_01594_,9.26
_01817_,9.26
_03631_,9.26
_03698_,9.26
_05610_,9.26
_06697_,9.26
_06990_,9.26
_07184_,9.26
_12165_,9.26
_10599_,9.25
_03071_,9.24
_04658_,9.24
_09445_,9.24
_11118_,9.24
_00872_,9.225
_00940_,9.225
_01075_,9.225
_01215_,9.225
_01406_,9.225
_01692_,9.225
_02014_,9.225
_02016_,9.225
_04842_,9.22
_05216_,9.22
_07536_,9.22
_08982_,9.22
_02253_,9.2
_03025_,9.2
_04537_,9.2
_07029_,9.2
_07104_,9.2
_10144_,9.2
_01317_,9.18
_02018_,9.18
_02499_,9.18
_06461_,9.18
_07167_,9.18
_07971_,9.18
_09442_,9.18
_12000_,9.18
_01230_,9.175
_00092_,9.16
_03870_,9.16
_04516_,9.16
_05131_,9.16
_10597_,9.16
_12339_,9.16
_09947_,9.14
_05215_,9.12
_06782_,9.12
_09633_,9.12
_06936_,9.1
_07058_,9.1
_00120_,9.085
_09368_,9.085
_02403_,9.08
_03226_,9.08
_09267_,9.08
_10509_,9.08
_10809_,9.08
_10946_,9.08
_03993_,9.06
